,Column,year,id,artist and album name,release format,label,genre,subgenre,want,have
52828,29469,2017,10758604,Sides (2) - Bangbang,"7""","Not On Label (Sides (2) Self-released), Sides, Flying Vinyl","Electronic, Pop","Indie Pop, Experimental",4,152
52885,29489,2017,14599983,Kriki (2) - Svefn,Vinyl,Not On Label,"Rock, Pop","Dream Pop, Indie Pop",0,6
52886,29489,2017,14599983,Kriki (2) - Svefn,LP,Not On Label,"Rock, Pop","Dream Pop, Indie Pop",0,6
52887,29489,2017,14599983,Kriki (2) - Svefn,Album,Not On Label,"Rock, Pop","Dream Pop, Indie Pop",0,6
52919,29504,2017,10988914,Oregon Trees - Hoka Key,CD,"Not On Label (Oregon Trees Self-released), Alpha Dept. Studio","Rock, Pop","Folk Rock, Indie Pop",0,2
52920,29504,2017,10988914,Oregon Trees - Hoka Key,EP,"Not On Label (Oregon Trees Self-released), Alpha Dept. Studio","Rock, Pop","Folk Rock, Indie Pop",0,2
52931,29515,2017,15427544,El West - The Mainstay,CD,Not On Label (El West Self-released),"Rock, Pop","Indie Rock, Dream Pop",0,1
52932,29515,2017,15427544,El West - The Mainstay,EP,Not On Label (El West Self-released),"Rock, Pop","Indie Rock, Dream Pop",0,1
52953,29528,2017,22740623,Mad Vintage - All'Origine,CD,Not On Label,"Rock, Pop","Indie Rock, Pop Rock",0,1
52954,29528,2017,22740623,Mad Vintage - All'Origine,Album,Not On Label,"Rock, Pop","Indie Rock, Pop Rock",0,1
52977,29549,2017,16146946,"Lunatics On Pogosticks - Leave Your Worries At Home, They'll Be There When You Get Back",Cassette,Not On Label (Lunatics On Pogosticks Self-released),"Rock, Pop","Indie Rock, Garage Rock, Pop Punk, Jangle Pop, Power Pop",5,1
52978,29549,2017,16146946,"Lunatics On Pogosticks - Leave Your Worries At Home, They'll Be There When You Get Back",Album,Not On Label (Lunatics On Pogosticks Self-released),"Rock, Pop","Indie Rock, Garage Rock, Pop Punk, Jangle Pop, Power Pop",5,1
52979,29549,2017,16146946,"Lunatics On Pogosticks - Leave Your Worries At Home, They'll Be There When You Get Back",Limited Edition,Not On Label (Lunatics On Pogosticks Self-released),"Rock, Pop","Indie Rock, Garage Rock, Pop Punk, Jangle Pop, Power Pop",5,1
52986,29556,2017,30053173,Wildermiss - Lost With You,CD,"Not On Label (Wildermiss Self-released), Tessitura Studios, Seldom Seen","Rock, Pop","Pop Rock, Indie Rock",0,3
52987,29556,2017,30053173,Wildermiss - Lost With You,EP,"Not On Label (Wildermiss Self-released), Tessitura Studios, Seldom Seen","Rock, Pop","Pop Rock, Indie Rock",0,3
52988,29557,2017,28686877,The Bads - Losing Heroes,CD,Not On Label (The Bads Self-released),"Rock, Pop","Indie Rock, Pop Rock",0,3
52989,29557,2017,28686877,The Bads - Losing Heroes,Promo,Not On Label (The Bads Self-released),"Rock, Pop","Indie Rock, Pop Rock",0,3
52992,29560,2017,18718222,Jenny Bienemann - Every Soul Grows To The Light,CD,"Not On Label (Jenny Bienemann Self-released), Kernal Sound Emporium, Little School Street Studio, Joyride Studios, Joyride Studios","Rock, Pop, Folk, World, & Country","Folk, Acoustic, Indie Pop",1,1
52993,29560,2017,18718222,Jenny Bienemann - Every Soul Grows To The Light,Album,"Not On Label (Jenny Bienemann Self-released), Kernal Sound Emporium, Little School Street Studio, Joyride Studios, Joyride Studios","Rock, Pop, Folk, World, & Country","Folk, Acoustic, Indie Pop",1,1
52994,29561,2017,10876633,Jonathan Tadeu - Filho do Meio,CD,Not On Label,"Rock, Latin, Pop","Indie Pop, Lo-Fi",2,0
52995,29561,2017,10876633,Jonathan Tadeu - Filho do Meio,Album,Not On Label,"Rock, Latin, Pop","Indie Pop, Lo-Fi",2,0
52998,29563,2017,10454050,Various - Compilation Palme Vol.3,CD,"Not On Label, ""Studios LÂme Du Temple"", ""Studios LÂme Du Temple""","Rock, Pop","Indie Pop, Alternative Rock",0,0
52999,29563,2017,10454050,Various - Compilation Palme Vol.3,Compilation,"Not On Label, ""Studios LÂme Du Temple"", ""Studios LÂme Du Temple""","Rock, Pop","Indie Pop, Alternative Rock",0,0
53000,29564,2017,10635525,"Sainte (2) - Smile, And Wave",CD,"Not On Label (Sainte (2) Self-released), Rogue Planet Mastering, Disc Makers","Rock, Pop","Indie Pop, New Wave",30,28
53001,29564,2017,10635525,"Sainte (2) - Smile, And Wave",EP,"Not On Label (Sainte (2) Self-released), Rogue Planet Mastering, Disc Makers","Rock, Pop","Indie Pop, New Wave",30,28
53008,29568,2017,10527399,Maggie Brown (4) - Another Place,CD,"Not On Label, Maggie Brown","Rock, Pop","Indie Pop, Alternative Rock",0,4
53009,29568,2017,10527399,Maggie Brown (4) - Another Place,Album,"Not On Label, Maggie Brown","Rock, Pop","Indie Pop, Alternative Rock",0,4
53010,29569,2017,12805564,Barbara (51) - The First,CD,Not On Label,"Rock, Pop","Indie Pop, Alternative Rock",0,2
53011,29569,2017,12805564,Barbara (51) - The First,EP,Not On Label,"Rock, Pop","Indie Pop, Alternative Rock",0,2
53032,29588,2017,10897645,Mária Čírová - # 2 0 1 7,CD,"Not On Label, Soundtech, s.r.o., Soundtech, s.r.o.",Pop,"Indie Pop, Vocal, Ballad",2,4
53033,29588,2017,10897645,Mária Čírová - # 2 0 1 7,Album,"Not On Label, Soundtech, s.r.o., Soundtech, s.r.o.",Pop,"Indie Pop, Vocal, Ballad",2,4
53064,29611,2017,34010649,Ghostly Hounds - Creature,CD,Not On Label,"Rock, Pop","Indie Pop, Folk Rock",0,0
53065,29611,2017,34010649,Ghostly Hounds - Creature,Album,Not On Label,"Rock, Pop","Indie Pop, Folk Rock",0,0
53072,29626,2017,12088996,Salazar (13) - Eye The Moon,CD,"Not On Label (Salazar Self-released), Studio 32, Hurricane Entertainment, TAKT","Rock, Pop","Pop Rock, Indie Rock",0,3
53073,29626,2017,12088996,Salazar (13) - Eye The Moon,Album,"Not On Label (Salazar Self-released), Studio 32, Hurricane Entertainment, TAKT","Rock, Pop","Pop Rock, Indie Rock",0,3
53102,29652,2017,30002353,Naked (In A Sphere) - Reborn,CD,Not On Label (Naked (In A Sphere) Self-released),"Electronic, Pop","Indie Pop, Trip Hop",0,1
53103,29652,2017,30002353,Naked (In A Sphere) - Reborn,Album,Not On Label (Naked (In A Sphere) Self-released),"Electronic, Pop","Indie Pop, Trip Hop",0,1
53114,29658,2017,35501977,"Fire Is Motion - Still, I Try",CD,Not On Label (Fire Is Motion Self-released),"Pop, Folk, World, & Country","Emo, Folk, Indie Pop",0,1
53115,29658,2017,35501977,"Fire Is Motion - Still, I Try",EP,Not On Label (Fire Is Motion Self-released),"Pop, Folk, World, & Country","Emo, Folk, Indie Pop",0,1
53177,29694,2017,10923483,Spencer The Rover - The Late Album,Vinyl,Not On Label (Spencer the Rover Self-released),"Pop, Classical","Indie Pop, Contemporary",0,12
53178,29694,2017,10923483,Spencer The Rover - The Late Album,LP,Not On Label (Spencer the Rover Self-released),"Pop, Classical","Indie Pop, Contemporary",0,12
53179,29694,2017,10923483,Spencer The Rover - The Late Album,Stereo,Not On Label (Spencer the Rover Self-released),"Pop, Classical","Indie Pop, Contemporary",0,12
53257,29724,2017,11926785,Brad Peterson (2) - The Ellipsis Album,CD,Not On Label,"Rock, Pop","Indie Pop, Alternative Rock, Indie Rock",0,2
53258,29724,2017,11926785,Brad Peterson (2) - The Ellipsis Album,Album,Not On Label,"Rock, Pop","Indie Pop, Alternative Rock, Indie Rock",0,2
53259,29724,2017,11926785,Brad Peterson (2) - The Ellipsis Album,Promo,Not On Label,"Rock, Pop","Indie Pop, Alternative Rock, Indie Rock",0,2
53260,29724,2017,11926785,Brad Peterson (2) - The Ellipsis Album,Stereo,Not On Label,"Rock, Pop","Indie Pop, Alternative Rock, Indie Rock",0,2
53264,29726,2017,15494747,Letlowe - Relations,CD,Not On Label,"Rock, Pop","Alternative Rock, Indie Pop, Indie Rock",0,0
53265,29726,2017,15494747,Letlowe - Relations,EP,Not On Label,"Rock, Pop","Alternative Rock, Indie Pop, Indie Rock",0,0
53266,29726,2017,15494747,Letlowe - Relations,Maxi-Single,Not On Label,"Rock, Pop","Alternative Rock, Indie Pop, Indie Rock",0,0
53339,29752,2017,11904112,Sudie - Sudie At Elmwood,Vinyl,Not On Label (Sudie Self-Released),"Electronic, Pop","Indie Pop, Experimental",0,12
53340,29752,2017,11904112,Sudie - Sudie At Elmwood,"7""",Not On Label (Sudie Self-Released),"Electronic, Pop","Indie Pop, Experimental",0,12
53341,29752,2017,11904112,Sudie - Sudie At Elmwood,EP,Not On Label (Sudie Self-Released),"Electronic, Pop","Indie Pop, Experimental",0,12
53390,29772,2017,19579471,Fallow Land - Pinscher,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock, Post Rock, Shoegaze",0,1
53391,29772,2017,19579471,Fallow Land - Pinscher,EP,Not On Label,"Rock, Pop","Indie Pop, Indie Rock, Post Rock, Shoegaze",0,1
53392,29773,2017,15554729,Autobus (4) - Cuerpos De Luz,CD,"Not On Label, Big Monster Studios, EOG Producciones, Kanaku Estudio, Aldaba Records","Rock, Pop","Indie Rock, Indie Pop, Experimental, Rock & Roll",0,2
53393,29773,2017,15554729,Autobus (4) - Cuerpos De Luz,Album,"Not On Label, Big Monster Studios, EOG Producciones, Kanaku Estudio, Aldaba Records","Rock, Pop","Indie Rock, Indie Pop, Experimental, Rock & Roll",0,2
53394,29774,2017,19556218,Cigarettes Wedding - Senantiasa,CD,Not On Label,"Rock, Pop","Indie Pop, Indie Rock, Shoegaze, Post Rock",1,1
53395,29774,2017,19556218,Cigarettes Wedding - Senantiasa,Album,Not On Label,"Rock, Pop","Indie Pop, Indie Rock, Shoegaze, Post Rock",1,1
53414,29781,2017,9728918,A Balladeer ft. Sarah Bettens - Mob Wife,Vinyl,Not On Label (A Balladeer Self-released),Pop,"Ballad, Indie Pop",2,3
53415,29781,2017,9728918,A Balladeer ft. Sarah Bettens - Mob Wife,"7""",Not On Label (A Balladeer Self-released),Pop,"Ballad, Indie Pop",2,3
53416,29781,2017,9728918,A Balladeer ft. Sarah Bettens - Mob Wife,Test Pressing,Not On Label (A Balladeer Self-released),Pop,"Ballad, Indie Pop",2,3
53548,29831,2017,12189074,Mrch - Reactions,CD,"Not On Label, Epicenter Mastering","Electronic, Pop","Indie Pop, Synth-pop, Trip Hop",3,3
53549,29831,2017,12189074,Mrch - Reactions,Album,"Not On Label, Epicenter Mastering","Electronic, Pop","Indie Pop, Synth-pop, Trip Hop",3,3
53567,29836,2017,11939426,Maxthor - Another World,CD,Not On Label (Maxthor Self-released),"Electronic, Pop","Synth-pop, Indie Pop, Italo-Disco",8,0
53568,29836,2017,11939426,Maxthor - Another World,Album,Not On Label (Maxthor Self-released),"Electronic, Pop","Synth-pop, Indie Pop, Italo-Disco",8,0
53630,29855,2017,14548851,Pat Hull - Origami Sessions,Vinyl,"Not On Label (Pat Hull Self-released), The Origami Lounge, Telegraph Mastering, Cascade Record Pressing","Blues, Pop, Folk, World, & Country","Folk, Indie Pop",1,16
53631,29855,2017,14548851,Pat Hull - Origami Sessions,"12""","Not On Label (Pat Hull Self-released), The Origami Lounge, Telegraph Mastering, Cascade Record Pressing","Blues, Pop, Folk, World, & Country","Folk, Indie Pop",1,16
53632,29855,2017,14548851,Pat Hull - Origami Sessions,Album,"Not On Label (Pat Hull Self-released), The Origami Lounge, Telegraph Mastering, Cascade Record Pressing","Blues, Pop, Folk, World, & Country","Folk, Indie Pop",1,16
53633,29855,2017,14548851,Pat Hull - Origami Sessions,Limited Edition,"Not On Label (Pat Hull Self-released), The Origami Lounge, Telegraph Mastering, Cascade Record Pressing","Blues, Pop, Folk, World, & Country","Folk, Indie Pop",1,16
53641,29864,2017,16858746,Theo Katzman - Heartbreak Hits,CD,Not On Label,"Rock, Funk / Soul, Pop","Indie Rock, Pop Rock",17,22
53642,29864,2017,16858746,Theo Katzman - Heartbreak Hits,Album,Not On Label,"Rock, Funk / Soul, Pop","Indie Rock, Pop Rock",17,22
53643,29864,2017,16858746,Theo Katzman - Heartbreak Hits,Stereo,Not On Label,"Rock, Funk / Soul, Pop","Indie Rock, Pop Rock",17,22
53650,29868,2017,10785564,Apanhador Só - Meio Que Tudo É Um,CD,Not On Label,Pop,"Indie Pop, Lo-Fi",7,35
53651,29868,2017,10785564,Apanhador Só - Meio Que Tudo É Um,Album,Not On Label,Pop,"Indie Pop, Lo-Fi",7,35
53652,29868,2017,10785564,Apanhador Só - Meio Que Tudo É Um,Stereo,Not On Label,Pop,"Indie Pop, Lo-Fi",7,35
53669,29879,2017,30005386,"Kolrassa Krókríðandi - Drápa (RM, lim)",CD,Not on label,"Rock, Pop","Indie Rock, Indie Pop, Pop Rock, Alternative Rock",0,1
53670,29879,2017,30005386,"Kolrassa Krókríðandi - Drápa (RM, lim)",Limited Edition,Not on label,"Rock, Pop","Indie Rock, Indie Pop, Pop Rock, Alternative Rock",0,1
53671,29879,2017,30005386,"Kolrassa Krókríðandi - Drápa (RM, lim)",Remastered,Not on label,"Rock, Pop","Indie Rock, Indie Pop, Pop Rock, Alternative Rock",0,1
53672,29879,2017,30005386,"Kolrassa Krókríðandi - Drápa (RM, lim)",Stereo,Not on label,"Rock, Pop","Indie Rock, Indie Pop, Pop Rock, Alternative Rock",0,1
53683,29885,2017,23074175,Vale Poher - Pacific Peplum,Vinyl,Not On Label (Vale Poher Self-released),Pop,"Chanson, Indie Pop",1,1
53684,29885,2017,23074175,Vale Poher - Pacific Peplum,"12""",Not On Label (Vale Poher Self-released),Pop,"Chanson, Indie Pop",1,1
53685,29885,2017,23074175,Vale Poher - Pacific Peplum,33 ⅓ RPM,Not On Label (Vale Poher Self-released),Pop,"Chanson, Indie Pop",1,1
53686,29885,2017,23074175,Vale Poher - Pacific Peplum,EP,Not On Label (Vale Poher Self-released),Pop,"Chanson, Indie Pop",1,1
53691,29887,2017,25174924,Blackberry Hill - If You'd Grow Old With Me,CD,Not On Label,Pop,"Vocal, Indie Pop, Ballad",0,1
53692,29887,2017,25174924,Blackberry Hill - If You'd Grow Old With Me,Album,Not On Label,Pop,"Vocal, Indie Pop, Ballad",0,1
53693,29887,2017,25174924,Blackberry Hill - If You'd Grow Old With Me,Stereo,Not On Label,Pop,"Vocal, Indie Pop, Ballad",0,1
53722,29908,2017,24431183,Orquestra Fina - Valsa Torta,CD,Not On Label,"Jazz, Rock, Pop","Indie Rock, Pop Rock",1,5
53723,29908,2017,24431183,Orquestra Fina - Valsa Torta,Album,Not On Label,"Jazz, Rock, Pop","Indie Rock, Pop Rock",1,5
53724,29908,2017,24431183,Orquestra Fina - Valsa Torta,Stereo,Not On Label,"Jazz, Rock, Pop","Indie Rock, Pop Rock",1,5
53738,29913,2017,11094086,Luna Shadows - Youth EP,Vinyl,Not On Label,"Electronic, Pop","Synth-pop, Indie Pop",23,65
53739,29913,2017,11094086,Luna Shadows - Youth EP,"10""",Not On Label,"Electronic, Pop","Synth-pop, Indie Pop",23,65
53740,29913,2017,11094086,Luna Shadows - Youth EP,33 ⅓ RPM,Not On Label,"Electronic, Pop","Synth-pop, Indie Pop",23,65
53741,29913,2017,11094086,Luna Shadows - Youth EP,EP,Not On Label,"Electronic, Pop","Synth-pop, Indie Pop",23,65
53742,29913,2017,11094086,Luna Shadows - Youth EP,Limited Edition,Not On Label,"Electronic, Pop","Synth-pop, Indie Pop",23,65
53908,29962,2017,11670365,Adiós Ghost* - Fade Out With Your Phantoms,Vinyl,Not On Label (Adios Ghost Self-released),"Rock, Pop","Indie Rock, Psychedelic Rock, Indie Pop",1,6
53909,29962,2017,11670365,Adiós Ghost* - Fade Out With Your Phantoms,LP,Not On Label (Adios Ghost Self-released),"Rock, Pop","Indie Rock, Psychedelic Rock, Indie Pop",1,6
53910,29963,2017,12195109,Devan Mulvaney - Whippersnapper,Vinyl,"Not On Label, Hand Drawn Records, Strange Weather Studios, Salt Mastering, Devan Mulvaney","Electronic, Rock, Pop","Synth-pop, Indie Pop, Experimental, Indie Rock, Shoegaze",0,4
53911,29963,2017,12195109,Devan Mulvaney - Whippersnapper,LP,"Not On Label, Hand Drawn Records, Strange Weather Studios, Salt Mastering, Devan Mulvaney","Electronic, Rock, Pop","Synth-pop, Indie Pop, Experimental, Indie Rock, Shoegaze",0,4
53921,29966,2017,11181118,a balladeer* - December,Vinyl,Not On Label (A Balladeer Self-released),Pop,"Indie Pop, Holiday",8,41
53922,29966,2017,11181118,a balladeer* - December,"10""",Not On Label (A Balladeer Self-released),Pop,"Indie Pop, Holiday",8,41
53923,29966,2017,11181118,a balladeer* - December,45 RPM,Not On Label (A Balladeer Self-released),Pop,"Indie Pop, Holiday",8,41
53924,29966,2017,11181118,a balladeer* - December,Album,Not On Label (A Balladeer Self-released),Pop,"Indie Pop, Holiday",8,41
53925,29966,2017,11181118,a balladeer* - December,Stereo,Not On Label (A Balladeer Self-released),Pop,"Indie Pop, Holiday",8,41
53932,29970,2017,13163602,Twenty One Pilots - Regional At Best,Vinyl,Not On Label (Twenty One Pilots),"Electronic, Hip Hop, Rock, Pop","Indie Pop, Electro",285,91
53933,29970,2017,13163602,Twenty One Pilots - Regional At Best,LP,Not On Label (Twenty One Pilots),"Electronic, Hip Hop, Rock, Pop","Indie Pop, Electro",285,91
53934,29970,2017,13163602,Twenty One Pilots - Regional At Best,Album,Not On Label (Twenty One Pilots),"Electronic, Hip Hop, Rock, Pop","Indie Pop, Electro",285,91
53935,29970,2017,13163602,Twenty One Pilots - Regional At Best,Unofficial Release,Not On Label (Twenty One Pilots),"Electronic, Hip Hop, Rock, Pop","Indie Pop, Electro",285,91
53936,29970,2017,13163602,Twenty One Pilots - Regional At Best,Stereo,Not On Label (Twenty One Pilots),"Electronic, Hip Hop, Rock, Pop","Indie Pop, Electro",285,91
53937,29972,2017,10675382,Miami Horror - The Shapes E.P.,Vinyl,Not On Label,"Electronic, Pop","Indie Pop, Disco",132,81
53938,29972,2017,10675382,Miami Horror - The Shapes E.P.,"12""",Not On Label,"Electronic, Pop","Indie Pop, Disco",132,81
53939,29972,2017,10675382,Miami Horror - The Shapes E.P.,33 ⅓ RPM,Not On Label,"Electronic, Pop","Indie Pop, Disco",132,81
53940,29972,2017,10675382,Miami Horror - The Shapes E.P.,EP,Not On Label,"Electronic, Pop","Indie Pop, Disco",132,81
53941,29972,2017,10675382,Miami Horror - The Shapes E.P.,Stereo,Not On Label,"Electronic, Pop","Indie Pop, Disco",132,81
54022,29990,2017,12399546,Point Valaine - Resist,CD,Not On Label,"Rock, Pop","Indie Rock, Indie Pop, Post Rock, Post-Punk, Power Pop",0,2
54023,29990,2017,12399546,Point Valaine - Resist,EP,Not On Label,"Rock, Pop","Indie Rock, Indie Pop, Post Rock, Post-Punk, Power Pop",0,2
54062,30000,2017,11305689,Landgang - Landgang,CD,Not On Label,"Rock, Pop","Punk, Emo, Pop Punk, Pop Rock, Indie Pop, Indie Rock",0,1
54063,30000,2017,11305689,Landgang - Landgang,EP,Not On Label,"Rock, Pop","Punk, Emo, Pop Punk, Pop Rock, Indie Pop, Indie Rock",0,1
54064,30000,2017,11305689,Landgang - Landgang,Limited Edition,Not On Label,"Rock, Pop","Punk, Emo, Pop Punk, Pop Rock, Indie Pop, Indie Rock",0,1
54065,30000,2017,11305689,Landgang - Landgang,Numbered,Not On Label,"Rock, Pop","Punk, Emo, Pop Punk, Pop Rock, Indie Pop, Indie Rock",0,1
54079,30004,2017,14568583,Francis Francis - Amateurologie,Vinyl,Not On Label,"Electronic, Pop","Electro, Synth-pop, Indie Pop",1,2
54080,30004,2017,14568583,Francis Francis - Amateurologie,LP,Not On Label,"Electronic, Pop","Electro, Synth-pop, Indie Pop",1,2
54127,30016,2017,12707220,August Hotel - Charms,CD,"Not On Label, August Hotel, Northwestern University, Northwestern University, Gravity Studios","Rock, Pop","Indie Pop, Alternative Rock",0,1
54128,30016,2017,12707220,August Hotel - Charms,EP,"Not On Label, August Hotel, Northwestern University, Northwestern University, Gravity Studios","Rock, Pop","Indie Pop, Alternative Rock",0,1
54129,30016,2017,12707220,August Hotel - Charms,Limited Edition,"Not On Label, August Hotel, Northwestern University, Northwestern University, Gravity Studios","Rock, Pop","Indie Pop, Alternative Rock",0,1
54172,30033,2017,10414696,Best Youth - Highway Moon (Deluxe Edition),CD,Not On Label,"Electronic, Rock, Pop","Indie Pop, Trip Hop",9,30
54173,30033,2017,10414696,Best Youth - Highway Moon (Deluxe Edition),Album,Not On Label,"Electronic, Rock, Pop","Indie Pop, Trip Hop",9,30
54174,30033,2017,10414696,Best Youth - Highway Moon (Deluxe Edition),Deluxe Edition,Not On Label,"Electronic, Rock, Pop","Indie Pop, Trip Hop",9,30
54194,30040,2017,12224633,Kunstfehler (2) - Kontakt,CD,Not On Label,"Hip Hop, Rock, Pop","Indie Pop, Pop Rap, Alternative Rock",2,2
54195,30040,2017,12224633,Kunstfehler (2) - Kontakt,Album,Not On Label,"Hip Hop, Rock, Pop","Indie Pop, Pop Rap, Alternative Rock",2,2
54196,30040,2017,12224633,Kunstfehler (2) - Kontakt,Stereo,Not On Label,"Hip Hop, Rock, Pop","Indie Pop, Pop Rap, Alternative Rock",2,2
54200,30043,2017,14659168,Morning Drops - Morning Drops,Vinyl,Not On Label (Morning Drops Self-released),"Rock, Pop","Shoegaze, Indie Pop",0,11
54201,30043,2017,14659168,Morning Drops - Morning Drops,"10""",Not On Label (Morning Drops Self-released),"Rock, Pop","Shoegaze, Indie Pop",0,11
54202,30043,2017,14659168,Morning Drops - Morning Drops,33 ⅓ RPM,Not On Label (Morning Drops Self-released),"Rock, Pop","Shoegaze, Indie Pop",0,11
54203,30043,2017,14659168,Morning Drops - Morning Drops,Mini-Album,Not On Label (Morning Drops Self-released),"Rock, Pop","Shoegaze, Indie Pop",0,11
54204,30043,2017,14659168,Morning Drops - Morning Drops,Limited Edition,Not On Label (Morning Drops Self-released),"Rock, Pop","Shoegaze, Indie Pop",0,11
54205,30043,2017,14659168,Morning Drops - Morning Drops,Stereo,Not On Label (Morning Drops Self-released),"Rock, Pop","Shoegaze, Indie Pop",0,11
54253,30060,2017,12890162,Reinis Young Trio - Tumšs,CD,"Not On Label (Reinis Young Trio Self-released), KS Records, MK-Studio, KS Records, MK-Studio","Rock, Pop","Alternative Rock, Acoustic, Indie Rock, Indie Pop, Experimental",2,4
54254,30060,2017,12890162,Reinis Young Trio - Tumšs,Album,"Not On Label (Reinis Young Trio Self-released), KS Records, MK-Studio, KS Records, MK-Studio","Rock, Pop","Alternative Rock, Acoustic, Indie Rock, Indie Pop, Experimental",2,4
54271,30066,2017,9376903,Danny VanZandt - Danny VanZandt,CD,Not On Label,"Electronic, Rock, Pop, Folk, World, & Country","Folk, Alternative Rock, Indie Rock, Acoustic, Indie Pop",0,1
54272,30066,2017,9376903,Danny VanZandt - Danny VanZandt,Album,Not On Label,"Electronic, Rock, Pop, Folk, World, & Country","Folk, Alternative Rock, Indie Rock, Acoustic, Indie Pop",0,1
54344,30092,2017,10709570,Wes Swing - And The Heart,Vinyl,Not On Label,"Electronic, Rock, Pop","Indie Pop, Art Rock, Indie Rock",0,13
54345,30092,2017,10709570,Wes Swing - And The Heart,LP,Not On Label,"Electronic, Rock, Pop","Indie Pop, Art Rock, Indie Rock",0,13
54346,30092,2017,10709570,Wes Swing - And The Heart,Stereo,Not On Label,"Electronic, Rock, Pop","Indie Pop, Art Rock, Indie Rock",0,13
54364,30098,2017,10612969,"Wreck Loose - Ok, Wreck Loose",Vinyl,"Not On Label (Wreck Loose Self-released), Treelady Studios, Flowers For Dahlia","Rock, Funk / Soul, Pop","Pop Rock, Soul, Indie Pop",3,19
54365,30098,2017,10612969,"Wreck Loose - Ok, Wreck Loose",LP,"Not On Label (Wreck Loose Self-released), Treelady Studios, Flowers For Dahlia","Rock, Funk / Soul, Pop","Pop Rock, Soul, Indie Pop",3,19
54366,30098,2017,10612969,"Wreck Loose - Ok, Wreck Loose",Stereo,"Not On Label (Wreck Loose Self-released), Treelady Studios, Flowers For Dahlia","Rock, Funk / Soul, Pop","Pop Rock, Soul, Indie Pop",3,19
54395,30114,2017,15430377,Rabbit Quinn - Painted Fan,CD,"Not On Label (Rabbit Quinn Self-Released), Not On Label (Rabbit Quinn Self-Released)","Rock, Pop, Classical","Alternative Rock, Baroque, Indie Pop",0,1
54396,30114,2017,15430377,Rabbit Quinn - Painted Fan,Album,"Not On Label (Rabbit Quinn Self-Released), Not On Label (Rabbit Quinn Self-Released)","Rock, Pop, Classical","Alternative Rock, Baroque, Indie Pop",0,1
54397,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,File,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54398,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,FLAC,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54399,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,MP3,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54400,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,WAV,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54401,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Single,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54402,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Stereo,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54403,30116,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,CD,Not On Label (Stef Xeno Self-released),"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
54408,30119,2017,13498309,Itto (4) x Jinmenusagi - Eternal Timer,CD,"Not On Label (Jinmenusagi Self-released), Not On Label (Itto (4) Self-released)","Electronic, Hip Hop, Pop","Hip Hop, Trap, Indie Pop",2,0
54409,30119,2017,13498309,Itto (4) x Jinmenusagi - Eternal Timer,Album,"Not On Label (Jinmenusagi Self-released), Not On Label (Itto (4) Self-released)","Electronic, Hip Hop, Pop","Hip Hop, Trap, Indie Pop",2,0
54412,30122,2017,25157461,Auditorium - The First Music,Vinyl,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54413,30122,2017,25157461,Auditorium - The First Music,LP,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54414,30122,2017,25157461,Auditorium - The First Music,Album,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54415,30122,2017,25157461,Auditorium - The First Music,Limited Edition,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54416,30122,2017,25157461,Auditorium - The First Music,Stereo,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54417,30122,2017,25157461,Auditorium - The First Music,File,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54418,30122,2017,25157461,Auditorium - The First Music,FLAC,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54419,30122,2017,25157461,Auditorium - The First Music,MP3,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
54420,30122,2017,25157461,Auditorium - The First Music,WAV,"Not On Label, Spencer Berger, Normandie Nights Music, Infrasonic Mastering",Pop,"Indie Pop, Vocal",0,1
